accX,accY,accZ,gyroX,gyroY,gyroZ
0.25830078125,-0.93017578125,0.43994140625,0.02667236328125,-0.0045166015625,-0.0147705078125
0.207275390625,-0.88916015625,0.41748046875,0.02032470703125,-0.04327392578125,0.0133056640625
0.246337890625,-0.9248046875,0.40185546875,-0.01007080078125,0.06195068359375,-0.0533447265625
0.2119140625,-0.95166015625,0.425537109375,-0.02935791015625,0.1072998046875,-0.0311279296875
0.23779296875,-0.908935546875,0.447509765625,0.046875,-0.0482177734375,0.033203125
0.2646484375,-0.92138671875,0.417236328125,0.00946044921875,-0.02978515625,-0.01806640625
0.227294921875,-0.903564453125,0.432373046875,0.0465087890625,0.03204345703125,-0.01214599609375
0.25634765625,-0.89990234375,0.41552734375,0.0450439453125,0.0137939453125,0.00146484375
0.263427734375,-0.933349609375,0.4072265625,0.03759765625,-0.04986572265625,-0.01068115234375
0.2314453125,-0.901123046875,0.396728515625,0.04302978515625,-0.00927734375,0.00750732421875
0.21435546875,-0.91015625,0.4130859375,-0.01171875,0.00286865234375,-0.01165771484375
0.232666015625,-0.941162109375,0.417724609375,0.00299072265625,0.0150146484375,0.0086669921875
0.252685546875,-0.91552734375,0.42822265625,0.0108642578125,-0.0015869140625,0.0203857421875
0.263916015625,-0.9111328125,0.4365234375,0.0299072265625,0.02374267578125,0.00439453125
0.24755859375,-0.913818359375,0.419921875,0.0228271484375,0.011474609375,-0.0186767578125
0.224365234375,-0.9169921875,0.41845703125,0.0174560546875,-0.009521484375,-0.0206298828125
0.244140625,-0.88427734375,0.437744140625,0.01971435546875,-0.0377197265625,0.0052490234375
0.237060546875,-0.925048828125,0.42333984375,0.006103515625,-0.019287109375,-0.00885009765625
0.220458984375,-0.9130859375,0.4208984375,0.009521484375,-0.01123046875,0.022705078125
0.2470703125,-0.921630859375,0.42529296875,0.013427734375,0.0194091796875,0.01153564453125
0.252685546875,-0.91845703125,0.412353515625,-0.0076904296875,-0.02001953125,-0.002197265625
0.229736328125,-0.912841796875,0.4267578125,-0.01422119140625,0.06097412109375,0.0101318359375
0.177978515625,-0.8623046875,0.170166015625,-0.31103515625,0.3782958984375,0.2481689453125
-0.250244140625,-1.09130859375,0.51953125,-0.62652587890625,0.7655029296875,0.42474365234375
-0.763671875,-1.110595703125,0.157470703125,-0.2899169921875,0.21075439453125,1.022705078125
-1.052734375,-1.29931640625,0.08056640625,-0.3602294921875,-0.04107666015625,1.83258056640625
-1.240478515625,-1.23486328125,-0.253173828125,-0.75030517578125,-0.12896728515625,1.999755859375
-1.20947265625,-0.907470703125,-0.183837890625,-0.88507080078125,-0.21343994140625,1.999755859375
-0.58251953125,-0.466552734375,0.03076171875,-0.23052978515625,-0.61822509765625,1.93890380859375
-0.241943359375,0.048095703125,0.193115234375,-0.04345703125,-0.58538818359375,1.24505615234375
-0.046875,0.43798828125,0.11083984375,0.21746826171875,-0.655517578125,0.563720703125
0.00732421875,0.72314453125,0.076416015625,0.5032958984375,-0.81732177734375,0.193603515625
